event_id,area_peril_id,intensity_bin_id,probability
13,16089,3,1
13,16169,3,1
13,16233,3,1
13,16286,3,1
13,17299,3,1
13,17306,3,1
13,17429,3,1
13,17463,3,1
13,27017,2,1
13,27105,3,1
13,27108,2,1
13,27177,2,1
13,27198,2,1
13,27234,2,1
13,27347,2,1
13,27423,2,1
13,27507,2,1
13,27543,2,1
13,27608,2,1
13,27611,2,1
13,28036,3,1
13,28056,3,1
13,28059,2,1
13,28062,2,1
13,28064,4,1
13,28082,3,1
13,28087,2,1
13,28089,3,1
13,28124,2,1
13,28134,2,1
13,28143,3,1
13,28149,3,1
13,28170,2,1
13,28178,2,1
13,28185,2,1
13,28206,2,1
13,28216,2,1
13,28235,2,1
13,28239,3,1
13,28292,3,1
13,28321,2,1
13,28373,3,1
13,28405,2,1
13,36074,2,1
13,51152,2,1
13,59135,4,1
13,60045,3,1
13,60047,5,1
13,60104,2,1
13,60139,2,1
13,60141,3,1
13,60430,4,1
13,60463,2,1
13,60479,6,1
13,60612,3,1
13,60667,3,1
13,60672,2,1
13,61034,2,1
13,61207,2,1
13,61230,3,1
13,61491,2,1
13,62053,2,1
13,62257,2,1
13,62288,3,1
13,62449,3,1
13,62501,3,1
13,62875,3,1
13,75106,2,1
13,75107,2,1
13,75108,2,1
13,75109,2,1
13,75110,2,1
13,75111,2,1
13,75112,2,1
13,75113,2,1
13,75114,2,1
13,75115,2,1
13,75116,2,1
13,75117,2,1
13,75118,2,1
13,75119,2,1
13,75120,2,1
13,76217,3,1
13,76384,2,1
13,76482,3,1
13,76715,2,1
13,77514,2,1
13,78015,4,1
13,78029,3,1
13,78062,3,1
13,78092,4,1
13,78118,2,1
13,78124,3,1
13,78138,5,1
13,78146,4,1
13,78172,4,1
13,78190,3,1
13,78217,3,1
13,78263,2,1
13,78310,4,1
13,78311,4,1
13,78350,4,1
13,78354,3,1
13,78361,4,1
13,78418,4,1
13,78440,3,1
13,78455,5,1
13,78513,4,1
13,78530,2,1
13,78550,3,1
13,78551,3,1
13,78586,3,1
13,78591,3,1
13,78621,3,1
13,78624,5,1
13,78642,4,1
13,78646,3,1
13,79201,3,1
13,80417,2,1
13,80680,2,1
13,85254,2,1
13,86032,2,1
13,86194,3,1
13,86297,3,1
13,92012,2,1
13,92025,3,1
13,92062,2,1
13,93006,2,1
13,93008,2,1
13,93010,2,1
13,93029,2,1
13,93031,3,1
13,93046,2,1
13,93048,3,1
13,93053,2,1
13,93055,2,1
13,93063,2,1
13,93066,2,1
13,95019,5,1
13,95026,4,1
13,95028,5,1
13,95042,5,1
13,95063,4,1
13,95078,2,1
13,95091,5,1
13,95116,5,1
13,95127,4,1
13,95199,5,1
13,95203,2,1
13,95205,6,1
13,95218,5,1
13,95229,4,1
13,95277,4,1
13,95306,5,1
13,95313,4,1
13,95323,5,1
13,95331,4,1
13,95394,5,1
13,95409,5,1
13,95428,3,1
13,95430,5,1
13,95487,3,1
13,95488,5,1
13,95500,4,1
13,95504,3,1
13,95509,5,1
13,95563,5,1
13,95572,5,1
13,95580,2,1
13,95585,4,1
13,95607,6,1
13,95637,5,1
13,95660,6,1
13,95680,3,1
13,215000,1,0.910292539194648
13,215000,4,0.0897074608053517
13,219000,1,0.963402463765294
13,219000,4,0.0365975362347055
13,220000,1,0.6950745279869
13,220000,2,0.3049254720131
13,229000,1,0.757204827657308
13,229000,2,0.0534153704440621
13,229000,3,0.189379801898629
13,237000,1,0.529349386336524
13,237000,2,0.470650613663476
13,238000,1,0.662916925544651
13,238000,4,0.337083074455349
13,282000,1,0.353622352709736
13,282000,2,0.258555793272478
13,282000,3,0.387821854017786
13,819000,1,0.932979853101174
13,819000,4,0.0670201468988258
13,822000,1,0.937874047651431
13,822000,4,0.0621259523485689
13,1610000,1,0.759479269183118
13,1610000,3,0.240520730816882
13,1612000,1,0.938503284320039
13,1612000,3,0.0614967156799605
13,1617000,1,0.865584722645368
13,1617000,3,0.134415277354632
13,1720000,1,0.301381017748777
13,1720000,3,0.698618982251223
13,1730000,1,0
13,1730000,3,1
13,1778000,1,0.549047032223999
13,1778000,3,0.450952967776001
13,2716000,1,0.828472357389383
13,2716000,2,0.171527642610617
13,2722000,1,0.690359962042389
13,2722000,2,0.309640037957611
13,2730000,1,0.977419390772699
13,2730000,2,0.022580609227301
13,2752000,1,0.84757146452243
13,2752000,3,0.15242853547757
13,2758000,1,0.249484942797562
13,2758000,2,0.750515057202438
13,2765000,1,0.612467360697543
13,2765000,2,0.387532639302457
13,2771000,1,0
13,2771000,2,1
13,2793000,1,0.874220197217982
13,2793000,2,0.125779802782018
13,2810000,1,0
13,2810000,2,1
13,2817000,1,0.892382163026349
13,2817000,3,0.107617836973651
13,2825000,1,0.740906804161693
13,2825000,3,0.259093195838307
13,2826000,1,0.857140472117561
13,2826000,2,0.071895445231593
13,2826000,3,0.0709640826508462
13,2827000,1,0.589752379274016
13,2827000,2,0.375820478897096
13,2827000,3,0.0344271418288882
13,2834000,1,0.658385098524381
13,2834000,3,0.341614901475619
13,2835000,1,0.825085256118225
13,2835000,2,0.174914743881775
13,2841000,1,0.523326768737702
13,2841000,2,0.179873931564975
13,2841000,3,0.137944207025189
13,2841000,4,0.158855092672134
13,2850000,1,0.818073875469854
13,2850000,2,0.0825087509681594
13,2850000,3,0.0994173735619864
13,3670000,1,0.896157805286266
13,3670000,2,0.103842194713734
13,5150000,1,0.948237126394378
13,5150000,2,0.0517628736056216
13,5967000,1,0.722739760777425
13,5967000,4,0.277260239222575
13,6011700,1,0.870908222430625
13,6011700,2,0.129091777569375
13,6012000,1,0.663568400111451
13,6012000,2,0.336431599888549
13,6012700,1,0.374561141597565
13,6012700,4,0.625438858402435
13,6018000,1,0
13,6018000,2,1
13,6023000,1,0
13,6023000,2,1
13,6030000,1,0.35927094341721
13,6030000,3,0.58820825863419
13,6030000,5,0.0525207979485997
13,6041000,1,0.395135656071663
13,6041000,3,0.604864343928337
13,6050000,1,0.158836287593609
13,6050000,3,0.841163712406391
13,6080000,1,0.953487250067786
13,6080000,6,0.0465127499322141
13,6081000,1,0.834671430154246
13,6081000,3,0.165328569845754
13,6113000,1,0.955560842691739
13,6113000,2,0.0444391573082605
13,6119000,1,0.903621757423364
13,6119000,2,0.0963782425766363
13,6129000,1,0.87938325134957
13,6129000,3,0.12061674865043
13,6212000,1,0.954991398674884
13,6212000,3,0.0450086013251156
13,6212900,1,0.710551036074014
13,6212900,3,0.289448963925986
13,6231000,1,0.920346317274379
13,6231000,2,0.0796536827256213
13,6256000,1,0.898749458044657
13,6256000,2,0.101250541955343
13,6299000,1,0.935356620922489
13,6299000,3,0.0646433790775112
13,7500600,1,0
13,7500600,2,1
13,7500700,1,0
13,7500700,2,1
13,7500800,1,0
13,7500800,2,1
13,7500900,1,0
13,7500900,2,1
13,7501000,1,0
13,7501000,2,1
13,7501100,1,0
13,7501100,2,1
13,7501200,1,0
13,7501200,2,1
13,7501300,1,0
13,7501300,2,1
13,7501400,1,0
13,7501400,2,1
13,7501500,1,0
13,7501500,2,1
13,7501700,1,0
13,7501700,2,1
13,7501800,1,0
13,7501800,2,1
13,7501900,1,0
13,7501900,2,1
13,7502000,1,0
13,7502000,2,1
13,7511600,1,0
13,7511600,2,1
13,7617000,1,0.793115102179755
13,7617000,2,0.206884897820245
13,7620000,1,0
13,7620000,3,1
13,7621000,1,0.97452897090142
13,7621000,2,0.0254710290985801
13,7655000,1,0.711606441383699
13,7655000,3,0.288393558616301
13,7727000,1,0
13,7727000,2,1
13,7800000,1,0
13,7800000,3,1
13,7811200,1,0
13,7811200,3,1
13,7813000,1,0.109560597464854
13,7813000,3,0.890439402535146
13,7819000,1,0
13,7819000,3,1
13,7820000,1,0.174056947750846
13,7820000,2,0.136905416367111
13,7820000,3,0.251146705831518
13,7820000,4,0.437890930050524
13,7829000,1,0
13,7829000,3,1
13,7836000,1,0
13,7836000,4,1
13,7838000,1,0
13,7838000,4,1
13,7840000,1,0
13,7840000,4,1
13,7841000,1,0.632711762544806
13,7841000,3,0.367288237455194
13,7842000,1,0
13,7842000,3,1
13,7843000,1,0
13,7843000,4,1
13,7848000,1,0
13,7848000,4,1
13,7850000,1,0
13,7850000,3,1
13,7851000,1,0.666666666666667
13,7851000,5,0.333333333333333
13,7855000,1,0.534041693325858
13,7855000,4,0.465958306674141
13,7857000,1,0.340500465460866
13,7857000,4,0.340500465460866
13,7857000,5,0.318999069078269
13,7859000,1,0.0140253985385094
13,7859000,5,0.985974601461491
13,7864000,1,0.812025038750995
13,7864000,3,0.187974961249005
13,7865000,1,0.679609360189367
13,7865000,3,0.320390639810633
13,7868000,1,0
13,7868000,3,1
13,7870000,1,0
13,7870000,4,1
13,7879000,1,0.540928690619674
13,7879000,2,0.0733790056598053
13,7879000,3,0.38569230372052
13,7880000,1,0
13,7880000,4,1
13,7894000,1,0.118660906568377
13,7894000,4,0.881339093431623
13,7895000,1,0
13,7895000,2,1
13,7980000,1,0.766510976191693
13,7980000,3,0.233489023808307
13,8013100,1,0.321027432125828
13,8013100,2,0.678972567874172
13,8017000,1,0.5595257648456
13,8017000,2,0.440474235154399
13,8570000,1,0.951344734462503
13,8570000,2,0.048655265537497
13,8600000,1,0
13,8600000,3,1
13,8621000,1,0.709567174046111
13,8621000,2,0.290432825953889
13,8658000,1,0.564807254274998
13,8658000,3,0.435192745725002
13,9210000,1,0
13,9210000,2,1
13,9270000,1,0
13,9270000,3,1
13,9280000,1,0
13,9280000,2,1
13,9300000,1,0
13,9300000,2,1
13,9310000,1,0
13,9310000,3,1
13,9313000,1,0
13,9313000,2,1
13,9314000,1,0
13,9314000,2,1
13,9317000,1,0
13,9317000,2,1
13,9319000,1,0
13,9319000,2,1
13,9320000,1,0
13,9320000,2,1
13,9323000,1,0
13,9323000,2,1
13,9350000,1,0
13,9350000,2,1
13,9370000,1,0
13,9370000,2,1
13,9380000,1,0
13,9380000,3,1
13,9500000,1,0.701270145590332
13,9500000,4,0.298729854409668
13,9515000,1,0
13,9515000,6,1
13,9516000,1,0
13,9516000,3,1
13,9520000,1,0
13,9520000,4,1
13,9522000,1,0.34023933714727
13,9522000,5,0.65976066285273
13,9527000,1,0.861721058935852
13,9527000,4,0.138278941064148
13,9528000,1,0.666666666666667
13,9528000,5,0.333333333333333
13,9529000,1,0
13,9529000,4,1
13,9530000,1,0.264825559709472
13,9530000,4,0.735174440290528
13,9531000,1,0
13,9531000,5,1
13,9532000,1,0
13,9532000,5,1
13,9533000,1,0
13,9533000,5,1
13,9534000,1,0.245105482394242
13,9534000,3,0.754894517605758
13,9538000,1,0.773797194938162
13,9538000,5,0.226202805061838
13,9540000,1,0
13,9540000,3,0.5
13,9540000,5,0.5
13,9544000,1,0
13,9544000,6,1
13,9546000,1,0
13,9546000,4,1
13,9547000,1,0.875154616436424
13,9547000,2,0.124845383563576
13,9549000,1,0
13,9549000,5,1
13,9550000,1,0.362437612325009
13,9550000,4,0.637562387674991
13,9554000,1,0
13,9554000,5,1
13,9556000,1,0.286038269926709
13,9556000,5,0.713961730073291
13,9557000,1,0.000000000000000111022302462516
13,9557000,5,0.923678738234623
13,9557000,6,0.0763212617653772
13,9559000,1,0.286625037749234
13,9559000,3,0.713374962250766
13,9560000,1,0
13,9560000,2,1
13,9561000,1,0
13,9561000,5,1
13,9565000,1,0.492800961049789
13,9565000,2,0.507199038950211
13,9582000,1,0
13,9582000,5,1
13,9587000,1,0
13,9587000,4,1
14,2343,2,1
14,8055,2,1
14,8342,2,1
14,8463,2,1
14,10006,3,1
14,10223,5,1
14,10224,3,1
14,10282,5,1
14,10353,5,1
14,10409,5,1
14,10444,5,1
14,14118,2,1
14,14162,2,1
14,14215,2,1
14,14221,2,1
14,14303,2,1
14,14328,2,1
14,14371,2,1
14,14589,4,1
14,14719,4,1
14,14761,2,1
14,16003,3,1
14,16005,3,1
14,16018,2,1
14,16058,3,1
14,16060,2,1
14,16076,3,1
14,16083,3,1
14,16097,2,1
14,16102,2,1
14,16109,5,1
14,16145,2,1
14,16165,3,1
14,16167,2,1
14,16208,2,1
14,16217,3,1
14,16243,3,1
14,16286,3,1
14,16304,2,1
14,16339,3,1
14,16369,2,1
14,16397,2,1
14,17084,3,1
14,17137,3,1
14,17174,3,1
14,17211,3,1
14,17246,3,1
14,17253,3,1
14,17283,3,1
14,17290,2,1
14,17321,3,1
14,17457,3,1
14,17465,3,1
14,17474,3,1
14,18033,2,1
14,27107,3,1
14,27366,2,1
14,27473,2,1
14,27589,2,1
14,28018,2,1
14,28075,3,1
14,28088,3,1
14,28089,2,1
14,28130,2,1
14,28134,2,1
14,28164,3,1
14,28199,4,1
14,28243,5,1
14,28287,4,1
14,28392,5,1
14,33055,3,1
14,33240,3,1
14,33309,3,1
14,33493,3,1
14,36044,2,1
14,36069,2,1
14,36224,3,1
14,37018,5,1
14,37027,3,1
14,37028,3,1
14,37054,2,1
14,37065,3,1
14,37097,3,1
14,37113,2,1
14,37122,3,1
14,37123,2,1
14,37133,4,1
14,37144,3,1
14,37153,2,1
14,37157,2,1
14,37161,3,1
14,37173,2,1
14,37214,2,1
14,37243,3,1
14,37260,3,1
14,37261,3,1
14,37275,2,1
14,37277,5,1
14,40192,2,1
14,41007,2,1
14,41018,2,1
14,41031,5,1
14,41034,3,1
14,41045,3,1
14,41095,3,1
14,41097,3,1
14,41125,3,1
14,41171,3,1
14,41176,3,1
14,41185,3,1
14,41194,3,1
14,41243,3,1
14,41269,3,1
14,41282,3,1
14,41296,3,1
14,45004,5,1
14,45006,7,1
14,45028,3,1
14,45042,7,1
14,45063,3,1
14,45068,5,1
14,45122,6,1
14,45182,6,1
14,45187,4,1
14,45203,2,1
14,45208,5,1
14,45226,3,1
14,45234,5,1
14,45244,5,1
14,45247,4,1
14,45248,5,1
14,45252,6,1
14,45269,3,1
14,45270,4,1
14,45273,2,1
14,45290,3,1
14,45309,3,1
14,45315,4,1
14,45321,5,1
14,45324,3,1
14,45332,6,1
14,45338,5,1
14,45345,7,1
14,45347,4,1
14,49007,2,1
14,49015,2,1
14,49020,2,1
14,49035,2,1
14,49050,2,1
14,49125,2,1
14,49180,2,1
14,49271,2,1
14,49288,2,1
14,49345,2,1
14,49373,2,1
14,51079,3,1
14,51092,2,1
14,51153,3,1
14,51375,2,1
14,51535,2,1
14,51614,3,1
14,51629,2,1
14,60023,2,1
14,60025,3,1
14,60064,3,1
14,60068,2,1
14,60159,2,1
14,60176,5,1
14,60184,3,1
14,60188,3,1
14,60239,2,1
14,60325,2,1
14,60338,2,1
14,60403,2,1
14,60482,4,1
14,60500,6,1
14,60584,3,1
14,60683,5,1
14,61006,2,1
14,61278,2,1
14,61310,3,1
14,62041,5,1
14,62183,2,1
14,64029,2,1
14,64065,2,1
14,64122,2,1
14,64249,2,1
14,64504,2,1
14,72118,2,1
14,72161,2,1
14,72176,2,1
14,72181,2,1
14,72187,2,1
14,72189,3,1
14,72191,2,1
14,72373,2,1
14,76025,2,1
14,76035,2,1
14,76276,2,1
14,76312,2,1
14,76597,2,1
14,76702,2,1
14,77037,5,1
14,77317,7,1
14,77379,2,1
14,79280,2,1
14,80086,2,1
14,80115,4,1
14,80552,4,1
14,80620,4,1
14,80799,2,1
14,86034,3,1
14,86077,3,1
14,86097,3,1
14,86139,3,1
14,86140,3,1
14,86152,3,1
14,86153,3,1
14,86194,3,1
14,89113,3,1
14,89116,5,1
14,89144,5,1
14,89387,3,1
14,91045,6,1
14,91086,6,1
14,91129,6,1
14,91201,6,1
14,91228,6,1
14,91377,6,1
14,91421,6,1
14,91477,6,1
14,91521,6,1
14,91540,5,1
14,91649,3,1
14,92023,6,1
14,92048,6,1
14,93049,6,1
14,94004,5,1
14,94028,3,1
14,94059,6,1
14,94068,6,1
14,94078,3,1
14,95018,4,1
14,95142,2,1
14,95582,3,1
14,259000,1,0.980127186650233
14,259000,2,0.0198728133497668
14,814000,1,0.982389125939001
14,814000,2,0.0176108740609988
14,821000,1,0.925812845528186
14,821000,2,0.0741871544718136
14,824000,1,0.984728836047397
14,824000,2,0.0152711639526025
14,1016000,1,0.968396572797013
14,1016000,5,0.0316034272029872
14,1028000,1,0.573169205782704
14,1028000,5,0.426830794217296
14,1029000,1,0.721850849974825
14,1029000,5,0.278149150025175
14,1035000,1,0.399059675614301
14,1035000,3,0.600940324385699
14,1060000,1,0.866204630738518
14,1060000,5,0.133795369261482
14,1070000,1,0.611520909319381
14,1070000,3,0.388479090680619
14,1400000,1,0
14,1400000,2,1
14,1410000,1,0.955855441625983
14,1410000,2,0.0441445583740173
14,1414000,1,0.964720506421098
14,1414000,2,0.035279493578902
14,1419000,1,0.838574159102782
14,1419000,4,0.161425840897219
14,1437000,1,0.97413098280975
14,1437000,2,0.0258690171902497
14,1457000,1,0.558204324475288
14,1457000,2,0.441795675524712
14,1484000,1,0
14,1484000,2,1
14,1485000,1,0.367440149207237
14,1485000,2,0.632559850792763
14,1610000,1,0.381932445881236
14,1610000,2,0.483646901876509
14,1610000,3,0.134420652242256
14,1611000,1,0.951176835768417
14,1611000,3,0.0488231642315827
14,1613000,1,0.932026637955989
14,1613000,2,0.0679733620440109
14,1614000,1,0.699650096058195
14,1614000,2,0.0495730583270658
14,1614000,3,0.250776845614739
14,1617000,1,0.804093580473697
14,1617000,2,0.0189600773715821
14,1617000,3,0.176946342154721
14,1620000,1,0.485908168081352
14,1620000,2,0.394097231169633
14,1620000,3,0.0837533307671116
14,1620000,5,0.0362412699819028
14,1635000,1,0.625476104876538
14,1635000,3,0.374523895123462
14,1637000,1,0.578590629697833
14,1637000,2,0.421409370302167
14,1716000,1,0.963798568576875
14,1716000,2,0.0362014314231252
14,1724000,1,0.933955919702708
14,1724000,3,0.0660440802972924
14,1733000,1,0.759092168110215
14,1733000,3,0.240907831889785
14,1738000,1,0.809682160200857
14,1738000,3,0.190317839799142
14,1740000,1,0.968287788926212
14,1740000,3,0.0317122110737881
14,1743000,1,0.841303472633185
14,1743000,3,0.158696527366815
14,1780000,1,0.639092544483174
14,1780000,3,0.360907455516826
14,1800000,1,0
14,1800000,2,1
14,2750000,1,0.96739551048158
14,2750000,3,0.03260448951842
14,2791000,1,0.948544820801084
14,2791000,2,0.051455179198916
14,2792000,1,0.276910314375306
14,2792000,2,0.723089685624694
14,2794000,1,0.913181967939684
14,2794000,2,0.0868180320603163
14,2810000,1,0
14,2810000,2,1
14,2814000,1,0.861515466933737
14,2814000,4,0.138484533066263
14,2817000,1,0.892382163026349
14,2817000,2,0.107617836973651
14,2820000,1,0.631965994748184
14,2820000,3,0.368034005251816
14,2825000,1,0.92596272497899
14,2825000,2,0.0740372750210103
14,2831000,1,0.798289233115744
14,2831000,3,0.0378086124584349
14,2831000,4,0.141445699586308
14,2831000,5,0.0224564548395132
14,2833000,1,0.749957177945196
14,2833000,2,0.250042822054804
14,3334000,1,0.541026350374235
14,3334000,3,0.458973649625765
14,3600000,1,0
14,3600000,2,1
14,3622000,1,0.757316331785008
14,3622000,3,0.242683668214992
14,3624000,1,0.345036059370892
14,3624000,2,0.654963940629108
14,3712000,1,0.823123253339916
14,3712000,3,0.176876746660084
14,3713000,1,0.77379136289771
14,3713000,2,0.22620863710229
14,3715000,1,0.615591409440777
14,3715000,3,0.384408590559223
14,3720000,1,0
14,3720000,3,1
14,3729000,1,0.831843843605102
14,3729000,3,0.168156156394898
14,3730000,1,0
14,3730000,3,1
14,3731000,1,0.931427164166448
14,3731000,3,0.0685728358335521
14,3735000,1,0.701203840556795
14,3735000,2,0.298796159443205
14,3738000,1,0.555413840837774
14,3738000,2,0.444586159162226
14,3739000,1,0.795683208119899
14,3739000,2,0.204316791880101
14,3746000,1,0.582109141060503
14,3746000,2,0.236797818879693
14,3746000,4,0.08923411087775
14,3746000,5,0.0918589291820541
14,3750000,1,0.966135223072551
14,3750000,3,0.0338647769274492
14,3751000,1,0.197261030434761
14,3751000,3,0.224227689504604
14,3751000,5,0.578511280060635
14,3753000,1,0.926445607331843
14,3753000,3,0.0735543926681567
14,3754000,1,0
14,3754000,2,1
14,4000000,1,0
14,4000000,2,1
14,4100000,1,0.411811035768604
14,4100000,2,0.588188964231396
14,4110000,1,0.658449775269459
14,4110000,3,0.341550224730541
14,4112000,1,0.924377925779055
14,4112000,5,0.0756220742209454
14,4113000,1,0.820483113455718
14,4113000,3,0.179516886544282
14,4115000,1,0.933219851257196
14,4115000,3,0.0667801487428041
14,4116000,1,0.910897467399675
14,4116000,3,0.0891025326003253
14,4120000,1,0.277331117453737
14,4120000,3,0.722668882546263
14,4121000,1,0.838083440507263
14,4121000,3,0.161916559492737
14,4125000,1,0.983262084331716
14,4125000,3,0.0167379156682845
14,4129000,1,0.813974964957072
14,4129000,3,0.186025035042928
14,4130000,1,0.910283288470888
14,4130000,3,0.0897167115291122
14,4131000,1,0.826557336821889
14,4131000,2,0.173442663178111
14,4160000,1,0.891903489860892
14,4160000,3,0.108096510139108
14,4500000,1,0
14,4500000,5,1
14,4511000,1,0.858355361313161
14,4511000,3,0.141644638686839
14,4512000,1,0.418565610868397
14,4512000,5,0.581434389131603
14,4513000,1,0.445086523063477
14,4513000,2,0.370823725846349
14,4513000,3,0.184089751090174
14,4516000,1,0.898605853525089
14,4516000,7,0.101394146474911
14,4519000,1,0.338641437658344
14,4519000,3,0.661358562341656
14,4520000,1,0.0515901354498391
14,4520000,5,0.948409864550161
14,4524000,1,0.829222224396517
14,4524000,3,0.0585271898214291
14,4524000,6,0.112250585782054
14,4526000,1,0.543472141967911
14,4526000,4,0.378701574206769
14,4526000,5,0.0778262838253204
14,4529000,1,0.788267519035052
14,4529000,6,0.211732480964948
14,4530000,1,0.753720014847614
14,4530000,4,0.0231439707471048
14,4530000,6,0.223136014405281
14,4531000,1,0.589496789678586
14,4531000,5,0.410503210321414
14,4546000,1,0.727441064670117
14,4546000,7,0.272558935329883
14,4551000,1,0.403719670852995
14,4551000,3,0.596280329147005
14,4555000,1,0
14,4555000,2,1
14,4557000,1,0
14,4557000,5,0.667154636600761
